ID Transação;ID Cliente;Data Compra;Data Envio;Tempo Entrega (dias);Região;Categoria Produto;Produto;Forma Pagamento;Valor Compra (R$);Reclamação;Comentários;Nota
605;CUST00605;27/05/25;03/06/25;7;Norte;Alimentos Básicos;Macarrão Espaguete 500g;PIX;756;Sim;Produto diferente do pedido;1
606;CUST00606;27/05/25;31/05/25;4;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1483;Não;-;3
607;CUST00607;21/05/25;26/05/25;5;Sudeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;449;Sim;Prazo de entrega excedido;1
608;CUST00608;22/06/25;27/06/25;5;Sul;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;816;Sim;Quantidade incorreta;1
609;CUST00609;31/05/25;10/06/25;10;Norte;Bebidas;Suco de Laranja 1L;Cartão Crédito;978;Não;-;3
610;CUST00610;30/05/25;09/06/25;10;Sul;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;724;Não;Entrega rápida e sem problemas;5
611;CUST00611;15/05/25;23/05/25;8;Sul;Bebidas;Suco de Laranja 1L;Cartão Crédito;748;Não;-;3
612;CUST00612;26/06/25;30/06/25;4;Sudeste;Higiene Pessoal;Creme Dental 90g;PIX;333;Não;Produto conforme anunciado;4
613;CUST00613;17/05/25;20/05/25;3;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;409;Não;-;3
614;CUST00614;05/06/25;08/06/25;3;Nordeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;664;Não;-;3
615;CUST00615;03/06/25;04/06/25;1;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;429;Não;-;3
616;CUST00616;23/05/25;29/05/25;6;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1318;Não;-;3
617;CUST00617;09/06/25;14/06/25;5;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);Dinheiro;969;Sim;Embalagem violada;1
618;CUST00618;22/05/25;30/05/25;8;Sul;Higiene Pessoal;Sabonete em Barra;PIX;216;Sim;Prazo de entrega excedido;1
619;CUST00619;29/05/25;01/06/25;3;Centro-Oeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;668;Não;-;3
620;CUST00620;17/05/25;18/05/25;1;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1056;Não;-;3
621;CUST00621;04/06/25;07/06/25;3;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;Cartão Débito;591;Não;-;3
622;CUST00622;25/05/25;30/05/25;5;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;477;Sim;Quantidade incorreta;1
623;CUST00623;21/06/25;26/06/25;5;Norte;Bebidas;Refrigerante Cola 2L;Cartão Crédito;816;Não;Atendimento excelente;5
624;CUST00624;18/06/25;21/06/25;3;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2436;Não;-;3
625;CUST00625;15/05/25;22/05/25;7;Sul;Limpeza Doméstica;Detergente Líquido 500ml;PIX;376;Não;-;3
626;CUST00626;05/06/25;07/06/25;2;Sudeste;Bebidas;Água Mineral 1,5L;Cartão Débito;424;Não;-;3
627;CUST00627;13/06/25;20/06/25;7;Sul;Limpeza Doméstica;Sabão em Pó 1kg;PIX;1307;Não;-;3
628;CUST00628;15/06/25;24/06/25;9;Norte;Bebidas;Refrigerante Cola 2L;PIX;735;Não;-;3
629;CUST00629;11/06/25;18/06/25;7;Norte;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;221;Não;-;3
630;CUST00630;28/06/25;04/07/25;6;Norte;Limpeza Doméstica;Desinfetante 1L;PIX;473;Não;Atendimento excelente;5
631;CUST00631;07/06/25;12/06/25;5;Nordeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;733;Não;Atendimento excelente;4
632;CUST00632;15/06/25;20/06/25;5;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1387;Não;-;3
633;CUST00633;19/05/25;20/05/25;1;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;1511;Sim;Produto danificado;2
634;CUST00634;22/06/25;01/07/25;9;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Débito;1165;Não;-;3
635;CUST00635;08/06/25;11/06/25;3;Sudeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;928;Sim;Atendimento ruim;2
636;CUST00636;26/05/25;31/05/25;5;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;627;Sim;Quantidade incorreta;2
637;CUST00637;05/06/25;11/06/25;6;Norte;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;591;Não;Atendimento excelente;4
638;CUST00638;26/05/25;30/05/25;4;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1709;Não;-;3
639;CUST00639;28/06/25;01/07/25;3;Sudeste;Limpeza Doméstica;Esponja Múltipla;PIX;222;Não;Entrega rápida e sem problemas;4
640;CUST00640;18/06/25;19/06/25;1;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;PIX;247;Não;-;3
641;CUST00641;23/05/25;26/05/25;3;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;1072;Não;-;3
642;CUST00642;24/05/25;31/05/25;7;Sul;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;630;Não;Atendimento excelente;5
643;CUST00643;12/06/25;17/06/25;5;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1578;Não;Atendimento excelente;4
644;CUST00644;25/06/25;27/06/25;2;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;764;Sim;Produto diferente do pedido;2
645;CUST00645;18/05/25;23/05/25;5;Sul;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;3316;Sim;Prazo de entrega excedido;2
646;CUST00646;30/06/25;07/07/25;7;Sul;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Débito;686;Não;-;3
647;CUST00647;18/06/25;24/06/25;6;Sul;Higiene Pessoal;Shampoo 400ml;PIX;1038;Não;-;3
648;CUST00648;19/05/25;26/05/25;7;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1876;Sim;Prazo de entrega excedido;2
649;CUST00649;15/06/25;22/06/25;7;Norte;Bebidas;Água Mineral 1,5L;PIX;203;Sim;Produto diferente do pedido;2
650;CUST00650;13/06/25;16/06/25;3;Sudeste;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1463;Não;-;3
651;CUST00651;20/06/25;21/06/25;1;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;596;Não;Atendimento excelente;5
652;CUST00652;02/06/25;07/06/25;5;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;PIX;277;Não;-;3
653;CUST00653;06/06/25;10/06/25;4;Nordeste;Bebidas;Refrigerante Cola 2L;PIX;1121;Não;-;3
654;CUST00654;28/05/25;06/06/25;9;Norte;Bebidas;Água Mineral 1,5L;Dinheiro;408;Não;-;3
655;CUST00655;03/06/25;04/06/25;1;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;774;Não;-;3
656;CUST00656;15/06/25;19/06/25;4;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;1007;Não;-;3
657;CUST00657;28/05/25;02/06/25;5;Norte;Bebidas;Suco de Laranja 1L;Cartão Débito;569;Sim;Atendimento ruim;2
658;CUST00658;12/06/25;21/06/25;9;Sul;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;257;Não;-;3
659;CUST00659;17/06/25;26/06/25;9;Norte;Bebidas;Água Mineral 1,5L;Cartão Débito;319;Não;-;3
660;CUST00660;28/06/25;02/07/25;4;Sudeste;Higiene Pessoal;Creme Dental 90g;Cartão Débito;455;Não;-;3
661;CUST00661;11/06/25;14/06/25;3;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;777;Não;-;3
662;CUST00662;29/06/25;30/06/25;1;Nordeste;Bebidas;Água Mineral 1,5L;Cartão Débito;442;Sim;Cobrança duplicada;2
663;CUST00663;29/05/25;07/06/25;9;Sul;Limpeza Doméstica;Detergente Líquido 500ml;PIX;431;Não;-;3
664;CUST00664;13/06/25;18/06/25;5;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Dinheiro;612;Sim;Embalagem violada;1
665;CUST00665;30/06/25;03/07/25;3;Nordeste;Higiene Pessoal;Sabonete em Barra;PIX;200;Não;-;3
666;CUST00666;13/06/25;14/06/25;1;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;675;Não;-;3
667;CUST00667;28/05/25;03/06/25;6;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1236;Não;-;3
668;CUST00668;17/05/25;19/05/25;2;Nordeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1642;Sim;Prazo de entrega excedido;2
669;CUST00669;17/06/25;27/06/25;10;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Dinheiro;1124;Não;-;3
670;CUST00670;13/06/25;20/06/25;7;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;1763;Não;-;3
671;CUST00671;09/06/25;17/06/25;8;Norte;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;670;Não;-;3
672;CUST00672;05/06/25;10/06/25;5;Sudeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;351;Não;-;3
673;CUST00673;21/06/25;28/06/25;7;Norte;Limpeza Doméstica;Desinfetante 1L;PIX;592;Não;-;3
674;CUST00674;18/06/25;21/06/25;3;Nordeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;826;Não;-;3
675;CUST00675;25/06/25;04/07/25;9;Sul;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;492;Não;-;3
676;CUST00676;18/05/25;28/05/25;10;Sul;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;589;Não;-;3
677;CUST00677;21/05/25;26/05/25;5;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;Dinheiro;167;Não;Atendimento excelente;4
678;CUST00678;18/05/25;22/05/25;4;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;Dinheiro;344;Não;Ótima qualidade;5
679;CUST00679;20/05/25;22/05/25;2;Centro-Oeste;Bebidas;Suco de Laranja 1L;Cartão Débito;570;Sim;Produto diferente do pedido;1
680;CUST00680;20/06/25;30/06/25;10;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Débito;876;Não;Produto conforme anunciado;4
681;CUST00681;06/06/25;07/06/25;1;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;704;Não;-;3
682;CUST00682;08/06/25;09/06/25;1;Sudeste;Higiene Pessoal;Creme Dental 90g;Dinheiro;596;Não;-;3
683;CUST00683;06/06/25;12/06/25;6;Norte;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;334;Não;-;3
684;CUST00684;16/06/25;21/06/25;5;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;527;Não;-;3
685;CUST00685;24/06/25;28/06/25;4;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;213;Não;-;3
686;CUST00686;08/06/25;14/06/25;6;Norte;Higiene Pessoal;Sabonete em Barra;PIX;255;Não;-;3
687;CUST00687;26/06/25;27/06/25;1;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1751;Não;-;3
688;CUST00688;10/06/25;15/06/25;5;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1260;Não;Atendimento excelente;5
689;CUST00689;19/05/25;22/05/25;3;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;828;Não;-;3
690;CUST00690;30/05/25;05/06/25;6;Sul;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;2629;Não;Compra sem complicações;4
691;CUST00691;20/05/25;30/05/25;10;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;924;Não;-;3
692;CUST00692;24/06/25;27/06/25;3;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;244;Não;-;3
693;CUST00693;06/06/25;12/06/25;6;Norte;Higiene Pessoal;Sabonete em Barra;PIX;398;Não;-;3
694;CUST00694;24/06/25;29/06/25;5;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);PIX;3301;Sim;Produto diferente do pedido;1
695;CUST00695;30/06/25;04/07/25;4;Centro-Oeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;3355;Não;-;3
696;CUST00696;18/06/25;27/06/25;9;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;886;Não;-;3
697;CUST00697;17/06/25;21/06/25;4;Nordeste;Limpeza Doméstica;Esponja Múltipla;PIX;130;Não;-;3
698;CUST00698;17/05/25;18/05/25;1;Sudeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;276;Não;-;3
699;CUST00699;05/06/25;06/06/25;1;Nordeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1667;Não;-;3
700;CUST00700;27/05/25;01/06/25;5;Sul;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;330;Não;-;3
701;CUST00701;16/05/25;21/05/25;5;Sul;Alimentos Básicos;Arroz Tipo 1 (5kg);Dinheiro;1842;Não;-;3
702;CUST00702;08/06/25;18/06/25;10;Sul;Alimentos Básicos;Farinha de Trigo 1kg;PIX;744;Não;Entrega rápida e sem problemas;5
703;CUST00703;21/05/25;25/05/25;4;Centro-Oeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1348;Não;-;3
704;CUST00704;04/06/25;06/06/25;2;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;169;Sim;Produto danificado;1
705;CUST00705;05/06/25;07/06/25;2;Nordeste;Bebidas;Água Mineral 1,5L;Cartão Débito;304;Não;-;3
706;CUST00706;14/06/25;18/06/25;4;Nordeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;629;Sim;Produto diferente do pedido;2
707;CUST00707;28/05/25;29/05/25;1;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;2864;Não;-;3
708;CUST00708;20/06/25;25/06/25;5;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1153;Não;-;3
709;CUST00709;16/05/25;24/05/25;8;Norte;Higiene Pessoal;Sabonete em Barra;PIX;195;Não;-;3
710;CUST00710;29/06/25;01/07/25;2;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;PIX;852;Sim;Cobrança duplicada;2
711;CUST00711;26/06/25;30/06/25;4;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;506;Não;-;3
712;CUST00712;16/06/25;23/06/25;7;Sul;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;160;Sim;Atraso na entrega;2
713;CUST00713;28/06/25;30/06/25;2;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1490;Não;-;3
714;CUST00714;18/06/25;28/06/25;10;Norte;Higiene Pessoal;Shampoo 400ml;PIX;846;Não;-;3
715;CUST00715;10/06/25;16/06/25;6;Norte;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;356;Sim;Atendimento ruim;2
716;CUST00716;17/05/25;20/05/25;3;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;684;Não;-;3
717;CUST00717;20/05/25;25/05/25;5;Centro-Oeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;446;Não;-;3
718;CUST00718;27/06/25;30/06/25;3;Sudeste;Higiene Pessoal;Creme Dental 90g;PIX;334;Não;-;3
719;CUST00719;24/05/25;25/05/25;1;Centro-Oeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1165;Não;-;3
720;CUST00720;26/06/25;28/06/25;2;Nordeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;304;Não;-;3
721;CUST00721;09/06/25;13/06/25;4;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;931;Não;Atendimento excelente;4
722;CUST00722;20/06/25;25/06/25;5;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;592;Não;-;3
723;CUST00723;29/06/25;07/07/25;8;Norte;Higiene Pessoal;Papel Higiênico c/12;PIX;1697;Não;-;3
724;CUST00724;18/05/25;24/05/25;6;Norte;Alimentos Básicos;Feijão Carioca (1kg);PIX;855;Não;-;3
725;CUST00725;30/05/25;01/06/25;2;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;569;Sim;Atendimento ruim;1
726;CUST00726;17/05/25;25/05/25;8;Norte;Higiene Pessoal;Creme Dental 90g;PIX;294;Sim;Cobrança duplicada;2
727;CUST00727;18/06/25;20/06/25;2;Centro-Oeste;Limpeza Doméstica;Desinfetante 1L;Cartão Débito;375;Não;-;3
728;CUST00728;28/05/25;02/06/25;5;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Débito;613;Não;Entrega rápida e sem problemas;4
729;CUST00729;03/06/25;11/06/25;8;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1373;Não;-;3
730;CUST00730;18/05/25;28/05/25;10;Norte;Limpeza Doméstica;Detergente Líquido 500ml;Dinheiro;282;Sim;Atendimento ruim;2
731;CUST00731;27/06/25;02/07/25;5;Norte;Bebidas;Suco de Laranja 1L;Dinheiro;517;Não;-;3
732;CUST00732;23/06/25;24/06/25;1;Nordeste;Higiene Pessoal;Shampoo 400ml;Dinheiro;1192;Não;-;3
733;CUST00733;11/06/25;12/06/25;1;Nordeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;214;Não;-;3
734;CUST00734;20/05/25;26/05/25;6;Sul;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;393;Não;-;3
735;CUST00735;20/06/25;23/06/25;3;Nordeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;337;Não;-;3
736;CUST00736;19/05/25;25/05/25;6;Norte;Limpeza Doméstica;Desinfetante 1L;Cartão Débito;568;Não;-;3
737;CUST00737;23/06/25;29/06/25;6;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Débito;250;Não;-;3
738;CUST00738;02/06/25;03/06/25;1;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1597;Não;-;3
739;CUST00739;17/05/25;21/05/25;4;Nordeste;Limpeza Doméstica;Esponja Múltipla;PIX;216;Não;-;3
740;CUST00740;30/05/25;07/06/25;8;Norte;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1677;Não;-;3
741;CUST00741;05/06/25;13/06/25;8;Norte;Higiene Pessoal;Creme Dental 90g;Cartão Débito;553;Sim;Embalagem violada;1
742;CUST00742;16/06/25;18/06/25;2;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Débito;246;Não;Atendimento excelente;5
743;CUST00743;19/06/25;22/06/25;3;Sudeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;682;Não;-;3
744;CUST00744;20/05/25;27/05/25;7;Norte;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1050;Não;-;3
745;CUST00745;24/06/25;02/07/25;8;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;1292;Não;-;3
746;CUST00746;25/06/25;28/06/25;3;Nordeste;Bebidas;Refrigerante Cola 2L;PIX;1169;Não;Produto conforme anunciado;5
747;CUST00747;01/06/25;02/06/25;1;Nordeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Débito;913;Sim;Atraso na entrega;1
748;CUST00748;13/06/25;22/06/25;9;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;644;Não;-;3
749;CUST00749;18/06/25;19/06/25;1;Sudeste;Bebidas;Refrigerante Cola 2L;PIX;1138;Sim;Produto danificado;2
750;CUST00750;31/05/25;07/06/25;7;Sul;Bebidas;Refrigerante Cola 2L;Cartão Crédito;653;Sim;Atendimento ruim;2
751;CUST00751;17/05/25;25/05/25;8;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;3367;Não;Atendimento excelente;5
752;CUST00752;22/06/25;26/06/25;4;Centro-Oeste;Bebidas;Refrigerante Cola 2L;PIX;932;Não;-;3
753;CUST00753;10/06/25;17/06/25;7;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1751;Não;-;3
754;CUST00754;21/06/25;24/06/25;3;Centro-Oeste;Bebidas;Refrigerante Cola 2L;PIX;1183;Não;-;3
755;CUST00755;26/06/25;01/07/25;5;Norte;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;309;Não;-;3
756;CUST00756;16/05/25;18/05/25;2;Nordeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1628;Não;Entrega rápida e sem problemas;4
757;CUST00757;20/06/25;26/06/25;6;Norte;Alimentos Básicos;Farinha de Trigo 1kg;Dinheiro;576;Sim;Atraso na entrega;2
758;CUST00758;27/05/25;04/06/25;8;Norte;Alimentos Básicos;Feijão Carioca (1kg);PIX;820;Não;-;3
759;CUST00759;04/06/25;12/06/25;8;Sul;Limpeza Doméstica;Desinfetante 1L;Dinheiro;546;Não;-;3
760;CUST00760;28/06/25;30/06/25;2;Nordeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1249;Não;-;3
761;CUST00761;26/05/25;29/05/25;3;Centro-Oeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;450;Não;-;3
762;CUST00762;18/05/25;23/05/25;5;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Débito;526;Não;-;3
763;CUST00763;23/05/25;24/05/25;1;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;PIX;168;Não;-;3
764;CUST00764;25/05/25;28/05/25;3;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Débito;1753;Não;-;3
765;CUST00765;20/06/25;23/06/25;3;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1456;Não;-;3
766;CUST00766;30/05/25;05/06/25;6;Sul;Limpeza Doméstica;Detergente Líquido 500ml;PIX;279;Sim;Prazo de entrega excedido;2
767;CUST00767;02/06/25;05/06/25;3;Nordeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;190;Sim;Quantidade incorreta;1
768;CUST00768;25/06/25;27/06/25;2;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Débito;932;Não;-;3
769;CUST00769;20/05/25;22/05/25;2;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;628;Não;-;3
770;CUST00770;29/06/25;04/07/25;5;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1127;Não;-;3
771;CUST00771;20/06/25;25/06/25;5;Centro-Oeste;Higiene Pessoal;Shampoo 400ml;PIX;1743;Não;Atendimento excelente;4
772;CUST00772;26/06/25;01/07/25;5;Nordeste;Higiene Pessoal;Sabonete em Barra;Cartão Débito;210;Não;-;3
773;CUST00773;02/06/25;12/06/25;10;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1016;Não;-;3
774;CUST00774;06/06/25;08/06/25;2;Sudeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;496;Sim;Cobrança duplicada;1
775;CUST00775;17/06/25;27/06/25;10;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Débito;456;Sim;Produto diferente do pedido;1
776;CUST00776;21/06/25;26/06/25;5;Nordeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;106;Não;-;3
777;CUST00777;05/06/25;14/06/25;9;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1660;Sim;Embalagem violada;1
778;CUST00778;15/06/25;25/06/25;10;Sul;Higiene Pessoal;Creme Dental 90g;Cartão Débito;545;Não;-;3
779;CUST00779;12/06/25;22/06/25;10;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Débito;410;Não;-;3
780;CUST00780;03/06/25;04/06/25;1;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;368;Não;-;3
781;CUST00781;09/06/25;11/06/25;2;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;1055;Não;-;3
782;CUST00782;15/05/25;25/05/25;10;Norte;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;223;Não;Entrega rápida e sem problemas;5
783;CUST00783;07/06/25;10/06/25;3;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Dinheiro;1886;Não;-;3
784;CUST00784;15/06/25;17/06/25;2;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;750;Não;Entrega rápida e sem problemas;5
785;CUST00785;24/06/25;27/06/25;3;Nordeste;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;157;Não;-;3
786;CUST00786;06/06/25;09/06/25;3;Sudeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;788;Não;-;3
787;CUST00787;08/06/25;13/06/25;5;Sudeste;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;221;Não;-;3
788;CUST00788;03/06/25;07/06/25;4;Nordeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;216;Não;-;3
789;CUST00789;24/05/25;26/05/25;2;Nordeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;557;Sim;Atraso na entrega;2
790;CUST00790;26/06/25;04/07/25;8;Norte;Alimentos Básicos;Feijão Carioca (1kg);PIX;686;Não;-;3
791;CUST00791;23/05/25;27/05/25;4;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1402;Não;Atendimento excelente;5
792;CUST00792;09/06/25;12/06/25;3;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;399;Não;-;3
793;CUST00793;17/05/25;27/05/25;10;Sul;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;259;Sim;Embalagem violada;2
794;CUST00794;21/06/25;29/06/25;8;Sul;Higiene Pessoal;Papel Higiênico c/12;PIX;1179;Sim;Prazo de entrega excedido;1
795;CUST00795;29/06/25;04/07/25;5;Sudeste;Higiene Pessoal;Creme Dental 90g;Dinheiro;580;Não;-;3
796;CUST00796;17/05/25;26/05/25;9;Sul;Bebidas;Água Mineral 1,5L;Cartão Crédito;302;Não;-;3
797;CUST00797;23/06/25;26/06/25;3;Sudeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1013;Não;-;3
798;CUST00798;26/06/25;29/06/25;3;Centro-Oeste;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1233;Sim;Atraso na entrega;1
799;CUST00799;21/05/25;24/05/25;3;Nordeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1146;Sim;Cobrança duplicada;2
800;CUST00800;03/06/25;06/06/25;3;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Débito;589;Não;-;3
801;CUST00801;14/06/25;15/06/25;1;Centro-Oeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;810;Não;-;3
802;CUST00802;26/06/25;01/07/25;5;Norte;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;906;Não;Atendimento excelente;4
803;CUST00803;26/05/25;28/05/25;2;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;260;Sim;Embalagem violada;1
804;CUST00804;20/06/25;30/06/25;10;Norte;Bebidas;Água Mineral 1,5L;Cartão Débito;246;Sim;Cobrança duplicada;1
805;CUST00805;25/05/25;03/06/25;9;Sul;Bebidas;Refrigerante Cola 2L;Cartão Débito;614;Não;-;3
